# Re,f
11.2100000000000009,5.53699999999999992
20.2199999999999989,3.49199999999999999
29.2800000000000011,2.32900000000000018
43.1899999999999977,1.52299999999999991
57.7299999999999969,1.17300000000000004
64.5799999999999983,0.986299999999999955
86.0499999999999972,0.782599999999999962
113.299999999999997,0.570899999999999963
135.300000000000011,0.481499999999999984
157.5,0.418200000000000016
179.400000000000006,0.365499999999999992
206.400000000000006,0.323699999999999988
228,0.28839999999999999
270.899999999999977,0.243299999999999988
315.199999999999989,0.207699999999999996
358.899999999999977,0.183400000000000007
402.899999999999977,0.165599999999999997
450.199999999999989,0.147499999999999992
522.5,0.1245
583.100000000000023,0.112600000000000006
671.799999999999955,0.0991699999999999943
789.799999999999955,0.0850100000000000022
891,0.077219999999999997
1013,0.0670700000000000046
1197,0.0587999999999999981
1300,0.053280000000000001
1390,0.0481499999999999984
1669,0.0430400000000000019
1994,0.0373899999999999996
2227,0.0340499999999999969
2554,0.03091
2868,0.028039999999999999
2903,0.0318200000000000011
2926,0.0384600000000000011
2955,0.0336300000000000002
2991,0.0412399999999999989
2997,0.0350000000000000033
3047,0.0387499999999999997
3080,0.0428499999999999992
3264,0.042599999999999999
3980,0.0399499999999999994
4835,0.0379699999999999968
5959,0.0361000000000000001
8162,0.0336400000000000032
10900,0.0308800000000000012
13650,0.0290300000000000002
18990,0.0267000000000000015
29430,0.0238599999999999993
40850,0.0208600000000000001
59220,0.0200000000000000004
84760,0.0180500000000000001
120000,0.01686
176000,0.0159399999999999993
237700,0.0151100000000000002
298200,0.0146199999999999993
467800,0.0136500000000000007
587500,0.0131299999999999993
824200,0.0124399999999999997
1050000,0.0119799999999999993
